lat,lng,Add1,Add2,Add3,Add4,Add5,Add6,Add7,zipcode,country
40.0534737,-75.3069767,Spring Mill Road, Lower Merion Township, Montgomery County, Pennsylvania,,,,19035, United States of America
40.0456024,-75.3236605,Spring Mill Road, Lower Merion Township, Montgomery County, Pennsylvania,,,,19035, United States of America
40.0985795,-75.1519302,South Keswick Avenue, Cheltenham Township, Montgomery County, Pennsylvania,,,,19038, United States of America
40.1065488,-75.1758214,South Fairway Road, Springfield Township, Montgomery County, Pennsylvania,,,,19038, United States of America
40.1640959,-75.1549526,Welsh Road, Horsham Township, Montgomery County, Pennsylvania,,,,19040, United States of America
40.1256093,-75.1654547,Limekiln Pike, Upper Dublin Township, Montgomery County, Pennsylvania,,,,19040, United States of America
40.1286835,-75.1110735,Old Welsh Road, Abington Township, Montgomery County, Pennsylvania,,,,19040, United States of America
40.1721708,-75.1411409,Dresher Road, Horsham Township, Montgomery County, Pennsylvania,,,,19040, United States of America
40.1338583,-75.1244262,Easton Road, Abington Township, Montgomery County, Pennsylvania,,,,19040, United States of America
40.1250215,-75.1211446,Edge Hill Road, Abington Township, Montgomery County, Pennsylvania,,,,19040, United States of America
40.1499988,-75.1706475,Limekiln Pike, Upper Dublin Township, Montgomery County, Pennsylvania,,,,19040, United States of America
40.174672,-75.1245213,Lynne Avenue, Upper Moreland Township, Montgomery County, Pennsylvania,,,,19040, United States of America
40.1326389,-75.1256306,Easton Road, Abington Township, Montgomery County, Pennsylvania,,,,19040, United States of America
40.1391751,-75.112544,York Road, Upper Moreland Township, Montgomery County, Pennsylvania,,,,19040, United States of America
40.1766424,-75.176339,Welsh Road, Horsham Township, Montgomery County, Pennsylvania,,,,19040, United States of America
39.9949804,-75.300133,Haverford Road, Haverford Township, Delaware County, Pennsylvania,,,,19041, United States of America
40.1901039,-75.1238937,Meetinghouse Road, Horsham Township, Montgomery County, Pennsylvania,,,,19044, United States of America
40.0892459,-75.1049027,Fox Chase Road, Abington Township, Montgomery County, Pennsylvania,,,,19046, United States of America
40.0903246,-75.1291262,Washington Lane, Abington Township, Montgomery County, Pennsylvania,,,,19046, United States of America
40.1194324,-75.1664773,Limekiln Pike, Upper Dublin Township, Montgomery County, Pennsylvania,,,,19046, United States of America
40.1150318,-75.1259828,Highland Avenue, Abington Township, Montgomery County, Pennsylvania,,,,19046, United States of America
40.115473,-75.1366635,Mount Vernon Gardens Drive, Abington Township, Montgomery County, Pennsylvania,,,,19046, United States of America
40.095529,-75.1148849,Meetinghouse Rd, Abington Township, Montgomery County, Pennsylvania,,,,19046, United States of America
40.1023408,-75.0785987,Moredon Road, Abington Township, Montgomery County, Pennsylvania,,,,19046, United States of America
40.0117819,-75.2543637,Maplewood Avenue, Narberth, Montgomery County, Pennsylvania,,,,19066, United States of America
40.1004231,-75.2070644,Haws Lane, Springfield Township, Montgomery County, Pennsylvania,,,,19075, United States of America
40.1016118,-75.1940266,Paper Mill Road, Springfield Township, Montgomery County, Pennsylvania,,,,19075, United States of America
40.0667184,-75.307176,Conshohocken State Road, West Conshohocken, Montgomery County, Pennsylvania,,,,19085, United States of America
40.0571228,-75.3324232,Mid County Expressway, West Conshohocken, Montgomery County, Pennsylvania,,,,19085, United States of America
40.0767665,-75.3850024,King of Prussia Road, Upper Merion Township, Montgomery County, Pennsylvania,,,,19087, United States of America
40.1568468,-75.1019942,Davisville Road, Upper Moreland Township, Montgomery County, Pennsylvania,,,,19090, United States of America
40.1784422,-75.1285061,Easton Road, Horsham Township, Montgomery County, Pennsylvania,,,,19090, United States of America
40.1207169,-75.0748772,Welsh Road, Lower Moreland Township, Montgomery County, Pennsylvania,,,,19090, United States of America
40.1741251,-75.1250949,Blair Mill Road, Upper Moreland Township, Montgomery County, Pennsylvania,,,,19090, United States of America
40.1350483,-75.1491608,Fitzwatertown Road, Upper Dublin Township, Montgomery County, Pennsylvania,,,,19090, United States of America
40.128504,-75.1598808,Fitzwatertown Road, Upper Dublin Township, Montgomery County, Pennsylvania,,,,19090, United States of America
40.1602878,-75.0943924,Davisville Road, Upper Moreland Township, Montgomery County, Pennsylvania,,,,19090, United States of America
40.171473,-75.1278731,Blair Mill Road, Upper Moreland Township, Montgomery County, Pennsylvania,,,,19090, United States of America
40.1855727,-75.0954423,West County Line Road, Warminster Township, Bucks County, Pennsylvania,,,,19090, United States of America
40.170868,-75.1270026,Willow Avenue, Upper Moreland Township, Montgomery County, Pennsylvania,,,,19090, United States of America
40.2017281,-75.1227512,West County Line Road, Warminster Township, Bucks County, Pennsylvania,,,,19090, United States of America
40.1911266,-75.134934,Wayne Avenue, Horsham Township, Montgomery County, Pennsylvania,,,,19090, United States of America
40.165233,-75.0853202,Byberry Road, Upper Moreland Township, Montgomery County, Pennsylvania,,,,19090, United States of America
40.1759675,-75.0793581,E County Line Rd, Upper Moreland Township, Montgomery County, Pennsylvania,,,,19090, United States of America
40.2038335,-75.1263156,West County Line Road, Warminster Township, Bucks County, Pennsylvania,,,,19090, United States of America
40.1690324,-75.1104584,South York Road, Hatboro, Montgomery County, Pennsylvania,,,,19090, United States of America
40.1314988,-75.0673938,Alnwick Road, Lower Moreland Township, Montgomery County, Pennsylvania,,,,19090, United States of America
40.16255,-75.0675544,Pennsylvania Turnpike, Upper Moreland Township, Montgomery County, Pennsylvania,,,,19090, United States of America
40.1921969,-75.1352771,Maple Avenue, Horsham Township, Montgomery County, Pennsylvania,,,,19090, United States of America
40.131321,-75.1544604,Fitzwatertown Road, Upper Dublin Township, Montgomery County, Pennsylvania,,,,19090, United States of America
40.1842502,-75.0931952,E County Line Rd, Warminster Township, Bucks County, Pennsylvania,,,,19090, United States of America
40.1278288,-75.1241476,Rothley Avenue, Abington Township, Montgomery County, Pennsylvania,,,,19090, United States of America
40.1564668,-75.0804317,Masons Mill Rd, Upper Moreland Township, Montgomery County, Pennsylvania,,,,19090, United States of America
40.1555246,-75.1017692,Davisville Road, Upper Moreland Township, Montgomery County, Pennsylvania,,,,19090, United States of America
40.1371301,-75.1342031,Coolidge Avenue, Abington Township, Montgomery County, Pennsylvania,,,,19090, United States of America
40.1637618,-75.1109767,South York Road, Upper Moreland Township, Montgomery County, Pennsylvania,,,,19090, United States of America
40.165951,-75.1337712,Blair Mill Road, Upper Moreland Township, Montgomery County, Pennsylvania,,,,19090, United States of America
40.0907527,-75.1531588,Rices Mill Road, Cheltenham Township, Montgomery County, Pennsylvania,,,,19095, United States of America
40.1087245,-75.1927332,Church Rd, Springfield Township, Montgomery County, Pennsylvania,,,,19118, United States of America
40.086567,-75.166432,Easton Road, Cheltenham Township, Montgomery County, Pennsylvania,,,,19118, United States of America
40.0829813,-75.2063031,Stenton Avenue, Springfield Township, Philadelphia County, Pennsylvania,,,,19118, United States of America
40.0851618,-75.2345192,Thomas Road, Springfield Township, Montgomery County, Pennsylvania,,,,19118, United States of America
40.0844053,-75.2086747,Stenton Avenue, Springfield Township, Philadelphia County, Pennsylvania,,,,19118, United States of America
40.0988044,-75.212824,Bethlehem Pike, Springfield Township, Montgomery County, Pennsylvania,,,,19128, United States of America
40.1159732,-75.2149564,Bethlehem Pike, Whitemarsh Township, Montgomery County, Pennsylvania,,,,19128, United States of America
39.9983225,-75.2606406,East Wynnewood Road, Narberth, Philadelphia County, Pennsylvania,,,,19131, United States of America
40.1726706,-75.402652,Germantown Pike, Lower Providence Township, Montgomery County, Pennsylvania,,,,19246, United States of America
40.1041852,-75.4399451,Valley Forge Road, Upper Merion Township, Montgomery County, Pennsylvania,,,,19355, United States of America
40.078245,-75.4797525,Rochambeau Drive, Tredyffrin Township, Chester County, Pennsylvania,,,,19355, United States of America
40.0987944,-75.4302839,County Line Road West, Tredyffrin Township, Montgomery County, Pennsylvania,,,,19355, United States of America
40.0956941,-75.4586816,Valley Creek Road, Upper Merion Township, Montgomery County, Pennsylvania,,,,19355, United States of America
40.1108886,-75.3344587,East Main Street, Norristown, Montgomery County, Pennsylvania,,,,19401, United States of America
40.1326358,-75.3428526,Stanbridge Street, Norristown, Montgomery County, Pennsylvania,,,,19401, United States of America
40.1267624,-75.3593631,Forrest Avenue, Norristown, Montgomery County, Pennsylvania,,,,19401, United States of America
40.1433257,-75.422819,Oriole Court, Lower Providence Township, Montgomery County, Pennsylvania,,,,19403, United States of America
40.1514441,-75.4235674,Eagleville Road, Lower Providence Township, Montgomery County, Pennsylvania,,,,19403, United States of America
40.1341858,-75.3563278,Sterigere Street, Norristown, Montgomery County, Pennsylvania,,,,19403, United States of America
40.1152488,-75.3413789,Dekalb Street, Norristown, Montgomery County, Pennsylvania,,,,19405, United States of America
40.0990757,-75.3521479,Dekalb Street, Bridgeport, Montgomery County, Pennsylvania,,,,19405, United States of America
40.1053834,-75.3470323,Dekalb Street, Bridgeport, Montgomery County, Pennsylvania,,,,19405, United States of America
40.1043407,-75.3476501,Dekalb Street, Bridgeport, Montgomery County, Pennsylvania,,,,19405, United States of America
40.0972222,-75.3761952,Stonybrook Road, Upper Merion Township, Montgomery County, Pennsylvania,,,,19406, United States of America
40.08732,-75.4050546,North Gulph Road, Upper Merion Township, Montgomery County, Pennsylvania,,,,19406, United States of America
40.1047239,-75.3520498,Ross Road, Bridgeport, Montgomery County, Pennsylvania,,,,19406, United States of America
40.0897636,-75.4164365,Pennsylvania Turnpike, Tredyffrin Township, Chester County, Pennsylvania,,,,19406, United States of America
40.0951086,-75.4058052,1st Avenue, Upper Merion Township, Montgomery County, Pennsylvania,,,,19406, United States of America
40.0875677,-75.4055591,North Gulph Road, Upper Merion Township, Montgomery County, Pennsylvania,,,,19406, United States of America
40.0774952,-75.3620325,South Gulph Road, Upper Merion Township, Montgomery County, Pennsylvania,,,,19406, United States of America
40.0723747,-75.3566296,Hughes Road, Upper Merion Township, Montgomery County, Pennsylvania,,,,19406, United States of America
40.1055874,-75.3600254,East Valley Forge Road, Upper Merion Township, Montgomery County, Pennsylvania,,,,19406, United States of America
40.0703546,-75.3409198,Trinity Lane, Upper Merion Township, Montgomery County, Pennsylvania,,,,19406, United States of America
40.0774047,-75.3616956,South Gulph Road, Upper Merion Township, Montgomery County, Pennsylvania,,,,19406, United States of America
40.1518195,-75.2665979,Penllyn Blue Bell Pike, Whitpain Township, Montgomery County, Pennsylvania,,,,19422, United States of America
40.1323698,-75.2677188,Stenton Avenue, Whitemarsh Township, Montgomery County, Pennsylvania,,,,19422, United States of America
40.1098306,-75.2433906,Stenton Avenue, Whitemarsh Township, Montgomery County, Pennsylvania,,,,19422, United States of America
40.1663707,-75.2386696,Pen Ambler Road, Lower Gwynedd Township, Montgomery County, Pennsylvania,,,,19422, United States of America
40.1723141,-75.4927278,South Mennonite Road, Upper Providence Township, Montgomery County, Pennsylvania,,,,19426, United States of America
40.1665145,-75.4721505,South Collegeville Road, Upper Providence Township, Montgomery County, Pennsylvania,,,,19426, United States of America
40.2337131,-75.4636031,Maple Avenue, Perkiomen Township, Montgomery County, Pennsylvania,,,,19426, United States of America
40.2190898,-75.4038738,Collegeville Road, Skippack Township, Montgomery County, Pennsylvania,,,,19426, United States of America
40.1771858,-75.4904029,South Trappe Road, Upper Providence Township, Montgomery County, Pennsylvania,,,,19426, United States of America
40.2084788,-75.4898192,West Main Street, Trappe, Montgomery County, Pennsylvania,,,,19426, United States of America
40.1798127,-75.4405967,Ridge Pike, Lower Providence Township, Montgomery County, Pennsylvania,,,,19426, United States of America
40.2209665,-75.4531685,Gravel Pike, Perkiomen Township, Montgomery County, Pennsylvania,,,,19426, United States of America
40.2001897,-75.4932179,North Borough Line Road, Trappe, Montgomery County, Pennsylvania,,,,19426, United States of America
40.2225593,-75.4860688,Wartman Road, Perkiomen Township, Montgomery County, Pennsylvania,,,,19426, United States of America
40.0698321,-75.3162951,Josephine Avenue, West Conshohocken, Montgomery County, Pennsylvania,,,,19428, United States of America
40.0692669,-75.3334126,Balligomingo Road, West Conshohocken, Montgomery County, Pennsylvania,,,,19428, United States of America
40.0776678,-75.3712958,Schuylkill Expressway, Upper Merion Township, Montgomery County, Pennsylvania,,,,19428, United States of America
40.0768692,-75.3677366,Schuylkill Expressway, Upper Merion Township, Montgomery County, Pennsylvania,,,,19428, United States of America
40.059234,-75.3393019,West Matsonford Road, Upper Merion Township, Montgomery County, Pennsylvania,,,,19428, United States of America
40.1024163,-75.3446071,East 7th Street, Bridgeport, Montgomery County, Pennsylvania,,,,19428, United States of America
40.0599653,-75.3380125,West Matsonford Road, Upper Merion Township, Montgomery County, Pennsylvania,,,,19428, United States of America
40.0918007,-75.3202826,Schuylkill River Trail, Conshohocken, Montgomery County, Pennsylvania,,,,19428, United States of America
40.3158253,-75.5797925,Big Road, New Hanover Township, Montgomery County, Pennsylvania,,,,19435, United States of America
40.3127054,-75.5573542,Church Road, New Hanover Township, Montgomery County, Pennsylvania,,,,19435, United States of America
40.2860208,-75.5647478,New Hanover Square Road, New Hanover Township, Montgomery County, Pennsylvania,,,,19435, United States of America
40.2290075,-75.3878525,Township Line Road, Skippack Township, Montgomery County, Pennsylvania,,,,19438, United States of America
40.2605317,-75.3995089,Andrews Drive, Lower Salford Township, Montgomery County, Pennsylvania,,,,19438, United States of America
40.2305908,-75.3930788,Township Line Road, Skippack Township, Montgomery County, Pennsylvania,,,,19438, United States of America
40.2456041,-75.3940639,Cressman Road, Lower Salford Township, Montgomery County, Pennsylvania,,,,19438, United States of America
40.279743,-75.2770721,East Orvilla Road, Hatfield Township, Montgomery County, Pennsylvania,,,,19440, United States of America
40.2690902,-75.3132642,Forty Foot Road, Hatfield Township, Montgomery County, Pennsylvania,,,,19440, United States of America
40.2658664,-75.2991339,Koffel Road, Hatfield, Montgomery County, Pennsylvania,,,,19440, United States of America
40.2917183,-75.3022353,Bergey Road, Hatfield Township, Montgomery County, Pennsylvania,,,,19440, United States of America
40.277269,-75.318204,Elroy Road, Hatfield Township, Montgomery County, Pennsylvania,,,,19440, United States of America
40.2783811,-75.3213067,Derstine Road, Hatfield Township, Montgomery County, Pennsylvania,,,,19440, United States of America
40.2541493,-75.3300278,Forty Foot Road, Towamencin Township, Montgomery County, Pennsylvania,,,,19443, United States of America
40.2135545,-75.3296757,Morris Road, Worcester Township, Montgomery County, Pennsylvania,,,,19443, United States of America
40.2371671,-75.3483548,Bustard Rd, Towamencin Township, Montgomery County, Pennsylvania,,,,19443, United States of America
40.2695985,-75.3502213,Fretz Road, Towamencin Township, Montgomery County, Pennsylvania,,,,19443, United States of America
40.0883336,-75.2645768,Tamara Court, Whitemarsh Township, Montgomery County, Pennsylvania,,,,19444, United States of America
40.1024996,-75.2783186,East Germantown Pike, Whitemarsh Township, Montgomery County, Pennsylvania,,,,19444, United States of America
40.0741501,-75.2629916,Kinder Road, Whitemarsh Township, Montgomery County, Pennsylvania,,,,19444, United States of America
40.0865418,-75.2335292,Germantown Pike, Whitemarsh Township, Montgomery County, Pennsylvania,,,,19444, United States of America
40.067477,-75.2568999,Manor Rd, Whitemarsh Township, Montgomery County, Pennsylvania,,,,19444, United States of America
40.0832673,-75.2378418,Andorra Road, Whitemarsh Township, Montgomery County, Pennsylvania,,,,19444, United States of America
40.251523,-75.329557,Brunswick Court, Towamencin Township, Montgomery County, Pennsylvania,,,,19446, United States of America
40.2414952,-75.2837862,South Broad Street, Lansdale, Montgomery County, Pennsylvania,,,,19446, United States of America
40.2422013,-75.3356069,Sumneytown Pike, Towamencin Township, Montgomery County, Pennsylvania,,,,19446, United States of America
40.2224824,-75.3039846,Sumneytown Pike, Towamencin Township, Montgomery County, Pennsylvania,,,,19446, United States of America
40.1996835,-75.2882093,West Walnut Street, Upper Gwynedd Township, Montgomery County, Pennsylvania,,,,19446, United States of America
40.2569349,-75.2705657,Garden Street, Hatfield Township, Montgomery County, Pennsylvania,,,,19446, United States of America
40.2649583,-75.2940536,Orvilla Road, Hatfield Township, Montgomery County, Pennsylvania,,,,19446, United States of America
40.2631978,-75.2957897,Orvilla Road, Hatfield Township, Montgomery County, Pennsylvania,,,,19446, United States of America
40.2561288,-75.308106,Welsh Road, Hatfield Township, Montgomery County, Pennsylvania,,,,19446, United States of America
40.2178519,-75.2948065,Sumneytown Pike, Towamencin Township, Montgomery County, Pennsylvania,,,,19446, United States of America
40.2565439,-75.3540467,Wambold Road, Towamencin Township, Montgomery County, Pennsylvania,,,,19451, United States of America
40.2647215,-75.3461247,Wambold Road, Towamencin Township, Montgomery County, Pennsylvania,,,,19451, United States of America
40.1369729,-75.4727228,Egypt Road, Upper Providence Township, Montgomery County, Pennsylvania,,,,19453, United States of America
40.2319898,-75.2518915,Knapp Road, Lansdale, Montgomery County, Pennsylvania,,,,19454, United States of America
40.2212266,-75.2887369,Church Road, Upper Gwynedd Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.2394356,-75.2362381,Upper State Road, Montgomery Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.2522137,-75.2522111,Cowpath Road, Montgomery Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.2574281,-75.2141491,Upper State Road, Montgomery Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.2179846,-75.2444196,Welsh Road, Lower Gwynedd Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.2753834,-75.2625921,Trewigtown Road, Hatfield Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.1876155,-75.2266796,North Bethlehem Pike, Lower Gwynedd Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.258213,-75.2658057,North Broad Street, Lansdale, Montgomery County, Pennsylvania,,,,19454, United States of America
40.2232779,-75.2053072,Lower State Road, Montgomery Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.253964,-75.208279,County Line Road, Montgomery Township, Bucks County, Pennsylvania,,,,19454, United States of America
40.2576781,-75.2212002,Spring Valley Drive, Montgomery Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.1968779,-75.2675793,Swedesford Road, Upper Gwynedd Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.2525932,-75.2472932,Bethlehem Pike, Montgomery Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.2659446,-75.2771874,Cowpath Road, Hatfield Township, Montgomery County, Pennsylvania,,,,19454, United States of America
